Project title,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Project cover image,Highlighted text,IsHighlightedProject,Highlighted project tag (1),Project category,Project start date,Project end date,Project type,Project skills learnt,Project tags,Project short summary,Project gallery images,Project gallery images text,Project method image_LB,Project method image_LB text,Project method image_RB,Project method image_RB text,Project method text 1,Project method image_fullWidth,Project method image_fullWidth text,Project method text 2,Project video link,Project video text,Conclusion and future plans text
A floral wish,a-floral-wish,5f8af387824476d565e63bc5,653acf41e882f528b3e64bc3,61c18950cc90ef2fd29a5ca8,false,false,Tue Dec 21 2021 07:59:12 GMT+0000 (Coordinated Universal Time),Sun Jan 02 2022 15:50:32 GMT+0000 (Coordinated Universal Time),Sun Jan 02 2022 15:56:17 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c9d9f2bd4cd25f6abf8965_98FF20D6-82FC-4FCA-8CB5-C7F493F02D97.JPG,"I have a dream, which entails working 4 days a week as an engineer and one day as a florist. I believe that one day of work without a computer screen in front of my nose would be super beneficial, for my own sanity and my creativity as well. Florist seems like an amazing job as it brings one closer to nature and facilitates interesting conversations between buyers and sellers. ",true,floral-art,flower-outline,Sun Aug 01 2021 00:00:00 GMT+0000 (Coordinated Universal Time),,part-time-work-3,planning,floral-art,"<p>I have a dream, which entails working 4 days a week as an engineer and one day as a florist. I believe that one day of work without a computer screen in front of my nose would be super beneficial, for my own sanity and my creativity as well. Florist seems like an amazing job as it brings one closer to nature and facilitates interesting conversations between buyers and sellers.</p>",,,,,,,,,,"<p>I have not started working towards realising this dream. Perhaps it could turn out to be something completely different. One thing I know for sure is that I would love to use my hands and do something practical/physical and plants were the first thing that came to mind, as I'd love to learn more about different species and feel a bit closer to nature by doing so. </p><p>To realize this dream, I think I would enjoy following a proper florist course! Perhaps in late 2022!</p>",,,
A social robot playpal for children,a-social-robot-playpal-for-children,5f8af387824476d565e63bc5,653acf41e882f528b3e64bc3,61c0ec068710c26590d86ba8,false,false,Mon Dec 20 2021 20:48:06 GMT+0000 (Coordinated Universal Time),Sun Jan 02 2022 14:15:55 GMT+0000 (Coordinated Universal Time),Sun Jan 02 2022 14:16:10 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c9f5422534eb48f3278ab5_Screenshot%202021-12-27%20at%2018.17.39.png,The university course ''Social Robot Design'' required us to focus on creating a social playpal that would help lower children's iPad screen time. We created something that could communicate together with the iPad and would differ from standard screen time control applications. ,false,child-robot-interaction,design-outline,Fri Feb 01 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Wed May 01 2019 00:00:00 GMT+0000 (Coordinated Universal Time),university-project,prototyping; usability-testing; co-design; interviewing; arduino; electronics,child-robot-interaction; programming; research; design; embodied-interaction,<p>The university course ''Social Robot Design'' required us to focus on creating a social playpal that would help lower children's iPad screen time. We created something that could communicate together with the iPad and would differ from standard screen time control applications.</p>,,,https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61d1b395ed093910629b80f1_socialplaypal2.jpg,Three different appearances as presented to the children for feedback. ,https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61d1b398d6d8ca15e8274560_socialplaypal.jpg,Figuring out the look for the playpal.,"<p>From scientific papers, we learnt that children of 5-7 years old have great affinity with toys and are fond of animals at this age: thus followed the idea to create an animal-like screen case. To determine the look, feel and behaviour of the case, we used multiple design methods such as <strong>paper </strong>and <strong>cardboard prototyping</strong>, <strong>acting out</strong>, <strong>interviewing </strong>and<strong> co-designing</strong>. We interviewed and had co-design sessions with 5-7 year olds, which was incredibly fun.</p><p>Children have opinions but do not always know how to express them. We took this into account by using an adjusted <strong>smiley-o-meter</strong> (with thumbs up and down). Small tricks like this helped the children feel more confident in their answers.</p>",https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c9f5422534eb48f3278ab5_Screenshot%202021-12-27%20at%2018.17.39.png,The final prototype.,"<p>Furthermore, we asked children to portray various emotions by themselves and mimic these emotions on a cardboard prototype that we created. We performed these playtests to figure out if and how we should continue with our case build. An example of a surprising result was the way the children acted out the emotion sleepiness. We expected them to rub their eyes. However, they expressed sleepiness by hanging their head in their hands, and so we learnt from that and changed the robot's expressions and movements accordingly.</p><p>The final shape of the robot is a crossover between a teddy-bear and a frog-like appearance, with the fur fabric, which was most preferred. Using actuators and LCD's, we <strong>programmed</strong> sleepy, happy, angry and neutral behaviours for the robot.</p>",,,"<p>We tested out the <strong>low-fi prototype</strong> to see if children understood the robot's intentions/emotions while they were playing a game. The robot would be happy/neutral at first, become sleepy after the child played for too long and angry if the child didn't stop playing.</p><p>They attributed quite a lot of power to the robot, indicating that they would listen to it if it told them to stop and they could see it as being <strong>a friend</strong> of theirs. This finding is in line with other robot-research, that shows that children can quickly bond with robots.</p>"
Animation work,animation-work,5f8af387824476d565e63bc5,653acf41e882f528b3e64bc3,61c0f385540c56710efb0f09,false,false,Mon Dec 20 2021 21:20:05 GMT+0000 (Coordinated Universal Time),Tue Jan 04 2022 14:21:11 GMT+0000 (Coordinated Universal Time),Tue Jan 04 2022 14:30:20 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61d1a133eec246a2f85fe76b_Animation_crea_1.gif,"Animation can take an user experience to the next level, especially when used in the context of apps and websites. As a UX Designer, I therefore found it necessary to expand my skills in this area. I started off with an animation course at the summer school of CREA, in Amsterdam. Here, we focussed on Adobe Flash, which is not a relevant application anymore. I then went on to teach myself Adobe After Effects. I've created several small animations that have been used in apps from MoveLab Studio. ",false,design,design-outline,Thu Aug 01 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Thu Aug 01 2019 00:00:00 GMT+0000 (Coordinated Universal Time),hobby,adobe-illustrator; bodymovin; lottie; adobe-after-effects; adobe-flash,design,"<p>Animation can take an user experience to the next level, especially when used in the context of apps and websites. As a UX Designer, I therefore found it necessary to expand my skills in this area. I started off with an animation course at the summer school of CREA, in Amsterdam. Here, we focussed on Adobe Flash, which is not a relevant application anymore. I then went on to teach myself Adobe After Effects. I've created several small animations that have been used in apps from MoveLab Studio.</p>",,,https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c9e46659b75b3847f47f7e_9D221039-DC6C-442D-9D02-6AD3A81B4F0A.JPG,"A work in progress, using multiple programs.",https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61d45703da4c88847ae71e6c_29D221039-DC6C-442D-9D02-6AD3A81B4F0A_1.gif,"A self-illustrated skeleton that I managed to move using Adobe Illustrator, Adobe After Effects and Bodymovin.","<p>My biggest challenge concerning animation to date was creating explanatory animations for working out. I cannot write down too many details due to sensitive company information, but I was assigned to find out whether it was possible to create animations instead for working out. One of the pro's of using animation would be that it would not introduce inconsistencies such as video can, when the environment/lights/other factors differ.</p>",https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61d457554f6f9b150bef5438_fitness_machine_illustration_parts_Nynke.png,Separate body parts to create the skeleton.,"<p>I needed to create a skeleton of different body parts in separated layers in Adobe After Illustration, import this into Adobe After Effects and link all parts to the proper skeleton parts using this plugin. The different body parts could then be manipulated to move in a human-like manner using the plugin Bodymovin. Extremely interesting and fun to work with! After creating some movements, I used the Lottie plugin by AirBnB to create a JSON file (a very low in kB, text-based file) to import the animation into Android Studio, to be able to use it in the app. It took some trial and error and more plugins to get to the proper JSON file that could be understood by Android Studio, but I managed to get it to work! This felt like a huge victory, knowing that we could create these types of animations ourselves.</p>",https://youtu.be/TMFWpj_OKcE,"<p>The CREA animation course was a 5-day course where we'd work on different kind of animations (stop-motion, a flip-book, digitally drawn) from the morning until the end of the afternoon. In the end, everybody created one video completely made by them, which were strung together on a song. I opted for a psychedelic type of style that fitted the lyrics, although I have lost the original song that we used for it. It was a really fun experience to focus intensively on animation for a full week. &nbsp;The animation was created using Adobe Flash and the Sketchbook drawing application. I drew all elements myself, using a tablet.</p>","<p>I've created several small animations, such as loaders, that are included in apps of MoveLab Studio. Other work has been done just for fun, such as some animations that can be found on this website. I would love to do more animation work than I am doing currently! I really enjoy seeing work from different applications (Illustrator, After Effects, etc) and plugins come together to create a moving element in an app or website, that elevates an user experience.</p>"
Birthday calendar,birthday-calender,5f8af387824476d565e63bc5,653acf41e882f528b3e64bc3,61c0f5c5fcf529b899db27c5,false,false,Mon Dec 20 2021 21:29:41 GMT+0000 (Coordinated Universal Time),Sun Jan 02 2022 11:37:08 GMT+0000 (Coordinated Universal Time),Sun Jan 02 2022 13:07:35 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c1a623442873096053b881_Screenshot%202021-12-21%20at%2011.01.34.png,"Let's be honest, the only reason you have not deleted Facebook yet, is because of the birthday notifications, right? I faced the same dilemma, hence why I created a birthday calendar, a typical Dutch thing to have in a typical Dutch fashion (digital drawings of birthday traditions). It works... but I still haven't deleted Facebook.",false,design,design-outline,Fri Nov 01 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Wed Jul 01 2020 00:00:00 GMT+0000 (Coordinated Universal Time),hobby,adobe-fresco; adobe-illustrator; digital-drawing,design,"<p>Let's be honest, the only reason you have not deleted Facebook yet, is because of the birthday notifications, right? I faced the same dilemma, hence why I created a birthday calendar, a typical Dutch thing to have in a typical Dutch fashion (digital drawings of birthday traditions). It works... but I still haven't deleted Facebook.</p>",,,https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c2e1bcb519eb22a12b5da8_kalenderverjaardag2.png,The monthly images.,https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61d18e593c449e04836198e7_calendar%20vierkant.jpg,Me holding the finished product for the first time!,"<p>A birthday calendar is a typical Dutch thing. It's a place where we note down all the birthdays of important people in our lives, in order not to forget them. Usually a calendar like this is found on people's toilets, but anywhere else is perfectly fine too.</p><p>The idea to use different birthday traditions seemed fun to me, so the calendar would be relatable to all Dutch people and could teach non-Dutchies who happen to visit the toilet a thing or two about our culture.</p><p>I used Adobe Fresco to draw all the images, and Adobe Illustrator to create the full calendar layout. I went through many iterations before I found the style I wanted to apply throughout the whole calendar. I made sure to work with a colour palette so the calendar would be cohesive. Besides that, little Easter eggs can be found in the calendar, where objects and people from different months are found back in other months.</p>",https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61d18d31601ecd34cbaa1fd0_IMG_9229.gif,Working on it!,,,,"<p>I've contacted HEMA whether they would consider adding this calendar to their inventory. I was very happy to hear that they loved the style of the calendar and believed it would fit their brand. Unfortunately, it turned out that HEMA works with in-house designers and outside contracts. It is not very easy for an independent creator to get their product into a store. However, I plan to put the calendar up for sale on Etsy and message other brands in the future!</p>"
A full bridal guest outfit,bridal-guest-outfit,5f8af387824476d565e63bc5,653acf41e882f528b3e64bc3,65830f71a4bb19b65f082250,false,false,Wed Dec 20 2023 15:59:45 GMT+0000 (Coordinated Universal Time),Thu Dec 28 2023 17:29:44 GMT+0000 (Coordinated Universal Time),Sun Feb 25 2024 15:59:08 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/658dadf638cd3aca0660c192_bridalcovergif.gif,"In the spring of 2022, I was invited to a wedding in Chile. Having never been in South America before, let alone a wedding, I was incredibly excited to go! And because I couldn't contain my excitement, I channeled it into a quite ambitious project: creating the whole look all by myself, except for the shoes! This meant I used my clay skills for rings and earrings and sewing skills for a top, trousers, a (fake) leather bag and a blazer.",false,sewing,naai-outline,Tue Feb 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),Fri Apr 15 2022 00:00:00 GMT+0000 (Coordinated Universal Time),hobby,prototyping; pattern-making; clay-sculpting,sewing; design; do-it-yourself,"<p id="""">In the spring of 2022, I was invited to a wedding in Chile. Having never been in South America before, let alone a wedding, I was incredibly excited to go! And because I&nbsp;couldn't contain my excitement, I channeled it into a quite ambitious project: creating the whole look all by myself, except for the shoes! This meant I used my clay skills for rings and earrings and sewing skills for a top, trousers, a (fake) leather bag and a blazer.</p>",https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/658d988d41b3758b252656ef_IMG_9468.JPG; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/658d98df6f7007cb92cd9fc3_IMG_5695.JPG; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/658d99050c962446525e12c1_IMG_5696.JPG; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/658d99080f2f680e3e57b1af_ringsgif.gif; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/658d9985cd9d5a68c718a975_IMG_8979.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/658d9999adc727c27b140fa8_2209462b-a495-42a8-88af-7316ac5fb4e3.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/658d9bf1a738c0b7291e365b_earrings.gif; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/658d9da7e7844e205d3b3ba5_Schermafbeelding%202023-12-28%20170812.png; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/658d9da74205f287544be3fe_Schermafbeelding%202023-12-28%20170400.png,A collection of all things that were created for this outfit. Only the shoes were bought (I'm not at that level (yet...)),https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/658dacc5c7d6a88a820a3612_bridalll.gif,The full completed outfit.,,,"<p id="""">I used a dark blue satin - which apparently was even called ''bridal satin'' , the lady in the store told me - for the trousers and top. The trousers were big and flowy, the top tight and open in the back to balance the outfit out. The blazer was made with a thick beige linen so it wouldn't wrinkle easily. The lining of the blazer was made with the backside of the dark blue satin, so it wouldn't be overly shiny. </p><p id="""">As for the jewelry, I tried out a ''marbling'' effect for the first time for the earrings. This meant mixing white acrylic paint, gold leaf, translucent clay and white clay in different proportions. I love how some parts of the earring are a little bit see through and how it really got a marbling effect! Furthermore, I experimented with ''inlays'' for the first time - empty rings that I could then fill with my clay creations. I created a turqoise stone, a black and white tortoise shell effect and a checkered goldish/white pattern. </p><p id="""">Lastly, the bag was the finishing touch. The choice of brown fake leather matched the beige and blue perfectly in my opinion. Add on top of that a red lipstick, and I was all set! </p><p id="""">It took about 3 months to create the whole outfit and I was more than ready to wear it. But as it turnt out... I got COVID. So while I made it to Chile, I unfortunately had to skip the wedding.... The same thing happened to me a second time, when I wanted to wear it to another party! However, the third time was a charm and I got to wear it to the wedding party of a great work colleague of mine. Hallelujah! The curse was lifted.</p>",,,,,,
Classifying emotion elicited by failing form,classifying-emotion-elicited-by-failing-sign-up-forms,5f8af387824476d565e63bc5,653acf41e882f528b3e64bc3,61c18bae7a0ed73d91e71549,false,false,Tue Dec 21 2021 08:09:18 GMT+0000 (Coordinated Universal Time),Sat Jan 08 2022 10:16:47 GMT+0000 (Coordinated Universal Time),Sat Jan 08 2022 11:46:32 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61d964898b986e122e5159b0_failedformthumbnail.png,"Applications/websites don't always run as smoothly as desired, which can elicit negative emotions in its users. The field of Human Computer Interaction might be able to benefit from taking the affective state of the user into account during their interactions, to soften such blows. Measuring a user's emotion will, undeniably, raise some ethical questions. In this machine learning project, we focussed on trying to classify the emotions of 20 participants in relation to a two-time failed sign up process.",false,machine-learning,program-outline,Fri Feb 01 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Sat Jun 01 2019 00:00:00 GMT+0000 (Coordinated Universal Time),university-project,python; usability-testing,affective-computing; machine-learning; programming; research,"<p>Applications/websites don't always run as smoothly as desired, which can elicit negative emotions in its users. The field of Human Computer Interaction might be able to benefit from taking the affective state of the user into account during their interactions, to soften such blows. Measuring a user's emotion will, undeniably, raise some ethical questions. In this machine learning project, we focussed on trying to classify the emotions of 20 participants in relation to a two-time failed sign up process.</p>",,,https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61d963089e55382c6ac3990f_form.jpg,The failing form that users filled in 3 times before it succeeded. They filled it in under the pretence of joining a different kind of study.,,,"<p>Previous papers have identified annoying factors in HCI, such as persistent pop-ups. With this university project, we tried to determine whether negative emotions, caused by annoying factors, can actually be measured. As mentioned briefly, participants of our experiment had to fill-in a sign up form that failed two times before succeeding, making them lose their information two times. We had several questions with regards to participants' emotions during this experience, such as: ""How accurately can heart rate, galvanic skin response (sweat) and action units (sets of facial muscles) classify disappointment and frustration?'' and ''Which measurement (combination) works best in differing these emotions?''</p><p>We assumed that users would feel disappointment on the first time of losing their information and frustration after the second time. We made them fill in a post session questionnaire to test this assumption and verify a ground truth. We also measured their action units, heart rate and galvanic skin response during the experiment and used these features in various machine learning algorithms to classify between feelings of a neutral state (i.e. their state before starting to fill in the form), their ''after'' first submit state and ''after'' second submit state.</p><p>After data collection, we trained five machine learning models: Decision Trees (standard, random forests, LightGBM), Support Vector Machines and Logistic Regression. We made sure that we divided the data into training (75%) and test (25%) data in a fair way, using StratifiedShuffleSplit for a balanced test set. Our final tables and confusion matrices can be found in the paper, following this <a href=""https://www.researchgate.net/publication/335158621_Classification_of_Disappointment_and_Frustration_Elicited_by_Human-Computer_Interaction_Towards_Affective_HCI"">link</a>.</p>",,,,,,"<p>Picard, a researcher in the HCI field, proposed that taking a user's affective state into account and making an application respond to this accordingly, could soften or avoid negative states in a user. While we don't have an answer on whether this is the way to go or not, we looked into whether at least these affective states could be measured. Our results show that the neutral, first submit and second submit state of users could be distinguished from each other with an accuracy of 64% using Support Vector Machine and Logistic Regression classifiers. Furthermore, the results show that a combination of physiological (GSR and HR) and facial expression features (AU) yield the best accuracy, i.e. better than classifying by separating these from each other. GSR was the most important feature in our models.</p><p>As for the separate states, the neutral state was by far the easiest to classify correctly. Distinguishing between disappointment and frustration was harder, as these emotions are more similar and blended together for our users. From our post-session questionnaire, we knew that there were differences between the motions that were felt after the first and second submit. While the self-reported emotions felt after the first submit included confusion, neutral and disappointment, the emotions after the second submit included frustration too, instead of neutral. This does indicate the users felt more frustrated after the second than the first submit, proving our assumption.</p><p>Obviously, the accuracy of our model is something to be improved upon: our dataset was quite small, we did not explore all the different action units that we measured and there are more algorithms out there to try out. However, the project taught me a lot about processing data on emotion, something I'd never done before. It was quite challenging to make sure that the measurements were taken from the right timestamps of each participant and combined correctly with each other. This project definitely proved what you always hear when it comes to data science/machine learning projects: most time is spent on pre-processing the data.</p>"
Clay earrings,clay-earrings,5f8af387824476d565e63bc5,653acf41e882f528b3e64bc3,61c186f7df617db3a6f9b9c7,false,false,Tue Dec 21 2021 07:49:11 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2023 11:07:01 GMT+0000 (Coordinated Universal Time),Sat Oct 28 2023 12:04:03 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c19bb7eacaeb5bff57fe81_Screenshot%202021-12-21%20at%2010.12.22.jpg,"Inspired by small businesses on Instagram, I tried my hand at claying earrings. The colour/shape/pattern combinations are endless, which is overwhelming and great at once. It is one of my multiple hobbies that help me to spend less time on a computer screen and be more present in the moment. I even launched a little collection of earrings in the summer of 2021.",false,do-it-yourself,naai-outline,Fri Nov 01 2019 00:00:00 GMT+0000 (Coordinated Universal Time),Sat Jan 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),freelance,fusion360; adobe-after-effects; marketing; clay-sculpting,design; do-it-yourself; 3d-printing,"<p>Inspired by small businesses on Instagram, I tried my hand at claying earrings. The colour/shape/pattern combinations are endless, which is overwhelming and great at once. It is one of my multiple hobbies that help me to spend less time on a computer screen and be more present in the moment. I even launched a little collection of earrings in the summer of 2021.</p>",https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c2e21b31ccab1aebe71260_clay_earring_design_Nynke.PNG; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c2e21cad2aa7651e727703_clay_earring_design_clay_Nynke.JPG; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c2e21cda2253198e05d96e_clay_earring_3d_Nynke.jpeg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c9ea3864049f4d5558f11b_IMG_9015.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c9ea42b9e99bca4236a030_IMG_1459.JPG; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c9ea4564027f720a106907_29995497-A299-4E8D-A553-6A551DE51884.JPG,These gallery pictures include some pictures of the process in making earrings. Next to that are a handful of designs I created over the years. ,,,,,,https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/61c19bb7eacaeb5bff57fe81_Screenshot%202021-12-21%20at%2010.12.22.jpg,A close up of earrings that I've made and sold.,"<p>When I started to make earrings, it was mostly because I found the ones on Instagram too pricy. They'd have to be flown in from the USA, Hawaii or Australia which added on massive extra costs. So I gave it a try! And I wanted to give it a good try<em>. </em>Which meant polishing my <strong>3D modelling skills</strong>, <strong>3D printing</strong> the designs at home, conditioning the clay, cleaning and polishing it at the end and putting them together to create the final result.</p>",https://youtu.be/-F10UX54-pk,"<p>In 2021, I created a mini summer collection of earrings. The five ready-made pairs of earrings were sold through Instagram within 24 hours, even leading to some additional orders that were made afterwards. The promo video was created with After Effects, shot and edited by me. I wanted to work on my After Effects skills and this project was a good motivator to do so.</p>","<p>I plan to create a few more mini collection of earrings, although it does not have a priority right now. It brings me a lot of joy, but is a time consuming process next to a full time job.</p>"
Clay jewelry | part 2,clay-jewelry-part-2,5f8af387824476d565e63bc5,653acf41e882f528b3e64bc3,6433e26d4dcd20765ec3c931,false,false,Mon Apr 10 2023 10:18:21 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2023 11:11:39 GMT+0000 (Coordinated Universal Time),Sat Oct 28 2023 12:04:03 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e96574fe2805f6e57fa5_websitefront2.jpg,"Creating clay jewelry remains one of my hobies, hence this little update post. Since 2022, I have tried out many more techniques, colourways and types of medium (making gradients, combining clay with resin, paint, gold leaf, etcetera). My creations are a lot more clean in their finish as well. I'm pretty much picking out my outfits around my own-made jewelry these days, that's how much I love it!",true,design,naai-outline,Sat Jan 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,hobby,fusion360; clay-sculpting,do-it-yourself; design; 3d-printing,"<p id="""">Creating clay jewelry remains one of my hobies, hence this little update post. Since 2022, I have tried out many more techniques, colourways and types of medium (making gradients, combining clay with resin, paint, gold leaf, etcetera). My creations are a lot more clean in their finish as well. I'm pretty much picking out my outfits around my own-made jewelry these days, that's how much I love it!</p><p id="""">‍</p>",https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e170443cd211ceb39272_15.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e16f02e302307f947f51_14.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e1702bb6b47327afd517_13.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e16f92ccec6bc23fed46_12.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e170ab91bb9a65a60a96_11.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e16f1ddcb00dc7f6a5c4_10.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e16e3dc67114cba9fe30_9.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e16d6792dfd769c19e80_8.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e16c1b65331facbe403f_7.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e16ca50b9c69ac74f6a9_6.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e16da50b9c3c2a74f6cd_5.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e16d545aff4f1cfda4be_4.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e16dac66a491a002e1a4_3.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e16c74fe2818a7e4edc7_2.jpg; https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433e16d562f38801b1d1ebf_1.jpg,Some of my creations since 2022.,,,,,,https://uploads-ssl.webflow.com/5f3a5425e8f6c6802a74a1e2/6433ebc8d2cec3617dd20d46_plusrings.jpg,"A collage of some necklaces, rings and earrings that I've made.","<p id="""">What I love about clay is that it allows you to literally create anything. I started by just making earrings, but I've learnt to go beyond that. For example, I've been experimenting with inlays, which means embedding the clay in ring or necklace structures. It's extremely fun to make a little set of jewelry that all fits together in terms of colours and style. Furthermore, one of my favourite things I've discovered is resin. The shine of the epoxy really takes the earrings to the next level. </p><p id="""">Feel free to check out my earlier earrings, amongst which a little promo video of a mini collection and some behind the scenes 3D-printing, by clicking <a id="""" href=""http://www.nynkezwart.com/projects/clay-earrings"">here</a>! </p><p id="""">I'm also looking into commissions and another mini collection in the future. It's something I would love to do.</p>",,,
